port_name,country,latitude,longitude,port_size,water_body,shelter,max_vessel_size
Bay Of Pillars,United States,56.6,-134.233333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Kimshan Cove,United States,57.683333,-136.116667,Very Small,North Pacific Ocean,Good,0.0
Letnikof Cove,United States,59.183333,-135.4,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Crab Bay,United States,60.066667,-148.0,Very Small,Gulf of Alaska; North Pacific Ocean,Fair,0.0
Kenai,United States,60.55,-151.266667,Very Small,Cook Inlet; Gulf of Alaska; North Pacific Ocean,Fair,0.0
Drift River,United States,60.55,-152.133333,Very Small,Cook Inlet; Gulf of Alaska; North Pacific Ocean,Fair,0.0
Mccord,United States,57.15,-153.2,Very Small,North Pacific Ocean,Good,0.0
Fort William,United Kingdom,56.816667,-5.116667,Very Small,North Atlantic Ocean,Fair,0.0
North Sydney,Canada,46.216667,-60.25,Small,North Atlantic Ocean,Excellent,0.0
Louisbourg,Canada,45.916667,-59.966667,Very Small,North Atlantic Ocean,Excellent,0.0
Musquodoboit Harbour,Canada,44.783333,-63.15,Very Small,North Atlantic Ocean,Excellent,0.0
Digby,Canada,44.616667,-65.766667,Small,Bay of Fundy; North Atlantic Ocean,Excellent,0.0
Canaport (St. John),Canada,45.2,-65.983333,Large,Bay of Fundy; North Atlantic Ocean,Good,0.0
Eastport,United States,44.9,-66.983333,Very Small,Bay of Fundy; North Atlantic Ocean,Fair,0.0
Machiasport,United States,44.7,-67.4,Very Small,North Atlantic Ocean,Good,0.0
Greenock,United Kingdom,55.95,-4.75,Medium,North Atlantic Ocean,Fair,0.0
Finnart Oil Terminal,United Kingdom,56.116667,-4.833333,Small,North Atlantic Ocean,Good,0.0
Old Kilpatrick,United Kingdom,55.916667,-4.466667,Very Small,North Atlantic Ocean,Fair,0.0
Largs,United Kingdom,55.8,-4.866667,Very Small,North Atlantic Ocean,Fair,0.0
Hunterston,United Kingdom,55.75,-4.883333,Very Small,North Atlantic Ocean,Poor,0.0
Coleraine,United Kingdom,55.133333,-6.666667,Small,North Atlantic Ocean,Excellent,0.0
Lancaster,United Kingdom,54.05,-2.783333,Small,Irish Sea; North Atlantic Ocean,Fair,0.0
Limerick,Ireland,52.633333,-8.616667,Small,North Atlantic Ocean,Good,0.0
Foynes,Ireland,52.616667,-9.116667,Large,North Atlantic Ocean,Good,0.0
Mostyn,United Kingdom,53.316667,-3.266667,Very Small,Irish Sea; North Atlantic Ocean,Fair,0.0
Izmayil,Ukraine,45.333333,28.85,Very Small,Black Sea; North Atlantic Ocean,Good,0.0
Belgorod-Dnestrovsky,Ukraine,46.183333,30.366667,Very Small,Black Sea; North Atlantic Ocean,Fair,0.0
Chornomors Ke,Ukraine,45.516667,32.7,Very Small,Black Sea; North Atlantic Ocean,Poor,0.0
Balaklava,Ukraine,44.5,33.6,Very Small,Black Sea; North Atlantic Ocean,Good,0.0
Alushta,Ukraine,44.683333,34.416667,Very Small,Black Sea; North Atlantic Ocean,Poor,0.0
Gelendzhik,Russia,44.55,38.066667,Very Small,Black Sea; North Atlantic Ocean,Fair,0.0
Bandar-E Pars Terminal,Iran,27.533333,52.533333,Very Small,Persian Gulf; Indian Ocean,Poor,220.0
Bengkulu,Indonesia,-3.783333,102.25,Very Small,Indian Ocean,Poor,0.0
Inebolu,Turkey,41.983333,33.766667,Very Small,Black Sea; North Atlantic Ocean,Poor,0.0
Kaba Burnu,Turkey,40.766667,29.533333,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Kusanartoq,Greenland,61.766667,-42.216667,Small,North Atlantic Ocean,Good,0.0
Attu,Greenland,67.95,-53.733333,Very Small,Baffin Bay; Arctic Ocean,Fair,0.0
Kajalleq Upernavik,Greenland,72.15,-55.533333,Very Small,Baffin Bay; Arctic Ocean,Fair,0.0
Clarenville,Canada,48.17515,-53.9591,Small,North Atlantic Ocean,Good,250.0
Argentia,Canada,47.3,-53.983333,Medium,North Atlantic Ocean,Fair,198.0
Blanc Sablon,Canada,51.416667,-57.133333,Very Small,Gulf of Saint Lawrence; North Atlantic Ocean,Fair,0.0
La Baie (Port Alfred),Canada,48.333333,-70.883333,Small,Gulf of Saint Lawrence; North Atlantic Ocean,Good,0.0
Carillon,Canada,45.566667,-74.366667,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Chute A Blondeau,Canada,45.583333,-74.466667,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Hawkesbury,Canada,45.616667,-74.616667,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Fassett,Canada,45.65,-74.866667,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Cumberland,Canada,45.516667,-75.4,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Masson,Canada,45.533333,-75.416667,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Millhaven,Canada,44.2,-76.733333,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Oakville,Canada,43.433333,-79.666667,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Amherstburg,Canada,42.1,-83.09999999999998,Small,Lake Erie; Great Lakes,Excellent,0.0
Depot Harbour,Canada,45.316667,-80.09999999999998,Very Small,Lake Huron; Great Lakes,Excellent,0.0
Manitowaning,Canada,45.75,-81.79999999999998,Very Small,Lake Huron; Great Lakes,Excellent,0.0
Harbor Beach,United States,43.85,-82.65,Very Small,Lake Huron; Great Lakes,Good,0.0
Hertford,United States,36.183333,-76.466667,Very Small,North Atlantic Ocean,Excellent,0.0
Minatitlan,Mexico,17.9,-94.583333,Very Small,Gulf of Mexico; North Atlantic Ocean,Excellent,145.0
Ballstad,Norway,68.066667,13.7,Very Small,Norwegian Sea; North Atlantic Ocean,Fair,0.0
Lodingen,Norway,68.416667,16.0,Very Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Lilandsgrunnen,Norway,68.478055556,16.890555556,Very Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Litle Ballangen,Norway,68.348611111,16.872777778,Very Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Korsnes,Norway,68.251944444,16.061666667,Very Small,Norwegian Sea; North Atlantic Ocean,Fair,0.0
Kjerringoy,Norway,67.5225,14.759722222,Very Small,Norwegian Sea; North Atlantic Ocean,Fair,0.0
Glomfjord,Norway,66.8075,13.980277778,Very Small,Norwegian Sea; North Atlantic Ocean,Good,200.0
Levanger,Norway,63.754722222,11.293333333,Very Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Langstein,Norway,63.548611111,10.89,Very Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Norheimsund,Norway,60.366111111,6.153888889,Very Small,North Sea; North Atlantic Ocean,Fair,0.0
Mosterhamn,Norway,59.698888889,5.391111111,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Leirvik,Norway,59.758333333,5.496666667,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Kopervik,Norway,59.283333,5.316667,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Arendal,Norway,58.453888889,8.776944444,Small,Skagerrak; North Atlantic Ocean,Good,260.0
El Jadida,Morocco,33.25,-8.5,Very Small,North Atlantic Ocean,Good,0.0
Nonopapa,United States,21.866667,-160.233333,Very Small,North Pacific Ocean,Poor,0.0
Enitwetak Island,Marshall Islands,11.333333,162.333333,Very Small,North Pacific Ocean,Good,0.0
Hamburg Harbor,Papua New Guinea,-1.633333,149.966667,Very Small,South Pacific Ocean,Fair,0.0
Benchamas Terminal,Thailand,10.516667,101.25,Very Small,Gulf of Thailand; South China Sea; North Pacific Ocean,Poor,0.0
Duba,Saudi Arabia,27.566667,35.533333,Small,Red Sea; Indian Ocean,Poor,184.0
Mostyn,Malaysia,4.683333,118.25,Very Small,Celebes Sea; North Pacific Ocean,Fair,0.0
Luwuk,Indonesia,-0.95,122.8,Very Small,Banda Sea; South Pacific Ocean,Good,0.0
Kolonodale,Indonesia,-1.983333,121.333333,Very Small,Banda Sea; South Pacific Ocean,Fair,0.0
Bula,Indonesia,-3.1,130.5,Very Small,Ceram Sea; Banda Sea; South Pacific Ocean,Fair,0.0
Manokwari Road,Indonesia,-0.866667,134.083333,Very Small,Teluk Cenderawasih; South Pacific Ocean,Good,0.0
Kasim Terminal,Indonesia,-1.3,131.016667,Large,South Pacific Ocean,Poor,183.0
Fakfak,Indonesia,-2.933333,132.283333,Very Small,Ceram Sea; Banda Sea; South Pacific Ocean,Fair,0.0
Amamapare,Indonesia,-4.816667,136.966667,Small,Arafura Sea; South Pacific Ocean,Fair,0.0
Discovery Bay,Papua New Guinea,-10.416667,150.416667,Very Small,Solomon Sea; South Pacific Ocean,Good,0.0
Karumba,Australia,-17.483333,140.833333,Very Small,Gulf of Carpentaria; Arafura Sea; South Pacific Ocean,Good,100.0
Launceston,Australia,-41.45,147.116667,Small,Bass Strait; South Pacific Ocean,Excellent,0.0
Opua,New Zealand,-35.316667,174.116667,Very Small,South Pacific Ocean,Good,240.0
Canton Island,Kiribati,-2.833333,-171.716667,Very Small,South Pacific Ocean,Fair,0.0
English Harbor,Kiribati,3.85,-159.366667,Very Small,North Pacific Ocean,Fair,0.0
Kamalo,United States,21.05,-156.883333,Very Small,North Pacific Ocean,Poor,0.0
Lon Shui Terminal,China,20.833333,115.683333,Large,South China Sea; North Pacific Ocean,Poor,0.0
Mys Rogatyy Oktyabrskiy,Russia,50.733333,142.1,Very Small,Tatar Strait; North Pacific Ocean,Poor,0.0
Holyhead,United Kingdom,53.316667,-4.633333,Small,Irish Sea; North Atlantic Ocean,Good,0.0
Bridgwater,United Kingdom,51.133333,-3.0,Very Small,Bristol Channel; North Atlantic Ocean,Good,0.0
Mevagissey,United Kingdom,50.266667,-4.783333,Very Small,English Channel; North Atlantic Ocean,Good,0.0
Charlestown,United Kingdom,50.333333,-4.75,Very Small,English Channel; North Atlantic Ocean,Good,0.0
Bridport Harbour,United Kingdom,50.716667,-2.766667,Very Small,English Channel; North Atlantic Ocean,Poor,0.0
Folkestone Harbour,United Kingdom,51.083333,1.2,Small,English Channel; North Atlantic Ocean,Good,0.0
Alderney Harbour,Guernsey,49.733333,-2.2,Very Small,English Channel; North Atlantic Ocean,Fair,0.0
Hyannis,United States,41.65,-70.283333,Very Small,North Atlantic Ocean,Excellent,0.0
Drammen,Norway,59.733333,10.25,Medium,Skagerrak; North Atlantic Ocean,Good,250.0
Drobak,Norway,59.660555556,10.625,Very Small,Skagerrak; North Atlantic Ocean,Good,0.0
Bovallstrand,Sweden,58.483333,11.333333,Very Small,Skagerrak; North Atlantic Ocean,Fair,0.0
Marstrand,Sweden,57.883888889,11.588333333,Very Small,Kattegat; North Atlantic Ocean,Good,0.0
Hoganas,Sweden,56.196666667,12.544722222,Very Small,Kattegat; North Atlantic Ocean,Fair,130.0
Norrkoping,Sweden,58.583333,16.2,Medium,Baltic Sea; North Atlantic Ocean,Good,260.0
Gustavsberg,Sweden,59.316667,18.383333,Very Small,Baltic Sea; North Atlantic Ocean,Excellent,0.0
Hallstavik,Sweden,60.05,18.583333,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Excellent,0.0
Hudiksvall,Sweden,61.733333,17.116667,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Bollstabruk,Sweden,63.0,17.7,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Kopmanholmen,Sweden,63.166667,18.583333,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,152.0
Nordmaling,Sweden,63.566667,19.483333,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Obbola,Sweden,63.7,20.333333,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Excellent,0.0
Gumbodahamn,Sweden,64.233333,21.1,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Kagehamn,Sweden,64.833333,21.033333,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Kappeln,Germany,54.666667,9.933333,Very Small,Baltic Sea; North Atlantic Ocean,Good,0.0
Hasle,Denmark,55.183333,14.7,Very Small,Baltic Sea; North Atlantic Ocean,Fair,0.0
Koge,Denmark,55.45,12.2,Very Small,Baltic Sea; North Atlantic Ocean,Good,0.0
Hundested Havn,Denmark,55.966667,11.85,Very Small,Kattegat; North Atlantic Ocean,Fair,0.0
Korsor,Denmark,55.333333,11.133333,Small,Baltic Sea; North Atlantic Ocean,Excellent,0.0
Naestved,Denmark,55.233333,11.75,Small,Baltic Sea; North Atlantic Ocean,Excellent,120.0
Nykobing,Denmark,54.766667,11.866667,Small,Baltic Sea; North Atlantic Ocean,Good,129.0
Nakskov,Denmark,54.833333,11.133333,Small,Baltic Sea; North Atlantic Ocean,Excellent,200.0
Kerteminde,Denmark,55.45,10.666667,Very Small,Kattegat; North Atlantic Ocean,Good,120.0
Faborg,Denmark,55.1,10.25,Small,Baltic Sea; North Atlantic Ocean,Good,0.0
Haderslev,Denmark,55.25,9.5,Small,Baltic Sea; North Atlantic Ocean,Good,110.0
Fredericia,Denmark,55.566667,9.766667,Small,Kattegat; North Atlantic Ocean,Good,0.0
Esbjerg,Denmark,55.466667,8.45,Small,North Sea; North Atlantic Ocean,Good,0.0
Busum,Germany,54.133333,8.866667,Very Small,North Sea; North Atlantic Ocean,Fair,0.0
Brake,Germany,53.333333,8.483333,Medium,North Sea; North Atlantic Ocean,Good,0.0
Elsfleth,Germany,53.233333,8.466667,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Leer,Germany,53.233333,7.45,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Den Helder,Netherlands,52.966667,4.783333,Small,North Sea; North Atlantic Ocean,Good,0.0
Hansweert,Netherlands,51.45,4.0,Very Small,North Sea; North Atlantic Ocean,Fair,0.0
Nieuwpoort,Belgium,51.133333,2.75,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Chatham Docks,United Kingdom,51.4,0.55,Small,North Sea; North Atlantic Ocean,Good,0.0
Colchester,United Kingdom,51.883333,0.916667,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Howdendyke,United Kingdom,53.733333,-0.883333,Very Small,North Sea; North Atlantic Ocean,Fair,0.0
Hartlepool,United Kingdom,54.7,-1.183333,Small,North Sea; North Atlantic Ocean,Good,0.0
Eyemouth,United Kingdom,55.866667,-2.083333,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Dunbar,United Kingdom,56.0,-2.516667,Very Small,North Sea; North Atlantic Ocean,Fair,0.0
Kettletoft,United Kingdom,59.233333,-2.6,Very Small,North Sea; North Atlantic Ocean,Poor,0.0
Kirkwall,United Kingdom,58.983333,-2.966667,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Lyness,United Kingdom,58.833333,-3.2,Medium,North Sea; North Atlantic Ocean,Fair,0.0
Aultbea,United Kingdom,57.833333,-5.583333,Very Small,North Atlantic Ocean,Poor,0.0
Gairloch,United Kingdom,57.716667,-5.683333,Very Small,North Atlantic Ocean,Fair,0.0
Kyle Of Lochalsh,United Kingdom,57.283333,-5.716667,Very Small,North Atlantic Ocean,Fair,0.0
Kyleakin,United Kingdom,57.266667,-5.733333,Very Small,North Atlantic Ocean,Fair,0.0
Broadford Bay,United Kingdom,57.25,-5.883333,Very Small,North Atlantic Ocean,Poor,0.0
Medgidia,Romania,44.25,28.266667,Very Small,Black Sea; North Atlantic Ocean,Poor,0.0
Monfalcone,Italy,45.783333,13.55,Medium,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Good,0.0
Defterdar Burnu,Turkey,41.05,29.033333,Very Small,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Burgas,Bulgaria,42.483333,27.483333,Small,Black Sea; North Atlantic Ocean,Fair,252.0
Basarabi,Romania,44.166667,28.433333,Very Small,Black Sea; North Atlantic Ocean,Poor,0.0
Danube-Black Sea Canal,Romania,44.266667,28.183333,Medium,Black Sea; North Atlantic Ocean,Poor,0.0
Midia,Romania,44.35,28.666667,Very Small,Black Sea; North Atlantic Ocean,Fair,0.0
Masbate,Philippines,12.366667,123.616667,Small,Philippine inland seas; North Pacific Ocean,Excellent,0.0
Jiangyin,China,31.916667,120.233333,Small,East China Sea; North Pacific Ocean,Fair,0.0
Changzhou,China,31.966667,119.983333,Small,East China Sea; North Pacific Ocean,Poor,0.0
Gaogang,China,32.283333,119.85,Small,East China Sea; North Pacific Ocean,Fair,0.0
Hungnam,North Korea,39.833333,127.616667,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Kimch'aek,North Korea,40.666667,129.2,Very Small,Sea of Japan; North Pacific Ocean,Good,0.0
Najin,North Korea,42.233333,130.3,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Aleksandrovsk -Sakhalinskiy,Russia,50.9,142.133333,Small,Tatar Strait; North Pacific Ocean,Poor,0.0
Mombetsu Ko,Japan,44.35,143.35,Very Small,Sea of Okhotsk; North Pacific Ocean,Good,0.0
Bahia Agua Fresca,Chile,-53.383333,-70.966667,Very Small,South Pacific Ocean,Fair,0.0
Bahia Harris,Chile,-53.85,-70.45,Very Small,South Pacific Ocean,Fair,0.0
Kyomip'o,North Korea,38.733333,125.616667,Very Small,Korea Bay; Yellow Sea; North Pacific Ocean,Fair,0.0
Duncan Bay,Canada,50.066667,-125.283333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Strandvik,Norway,60.158611111,5.677777778,Very Small,North Sea; North Atlantic Ocean,Good,0.0
Hong Kong,Hong Kong,22.266667,114.2,Large,South China Sea; North Pacific Ocean,Excellent,400.0
Macau,Macau,22.183333,113.566667,Medium,South China Sea; North Pacific Ocean,Good,105.0
Kronshtadt,Russia,59.983333,29.783333,Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Good,168.0
Helsinki,Finland,60.166667,24.966667,Large,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Fair,315.7
Huizhou,China,22.716667,114.516667,Very Small,South China Sea; North Pacific Ocean,Fair,340.0
Chaozhou,China,23.616667,117.083333,Medium,South China Sea; North Pacific Ocean,Fair,230.0
Bukhta Gaydamak,Russia,42.866667,132.683333,Very Small,Sea of Japan; North Pacific Ocean,Poor,0.0
Bird Port,United Kingdom,51.566667,-2.966667,Very Small,Bristol Channel; North Atlantic Ocean,Poor,0.0
Newport,United Kingdom,51.55,-2.983333,Medium,Bristol Channel; North Atlantic Ocean,Excellent,0.0
Hanko,Finland,59.816667,22.95,Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Poor,250.0
Hankow,China,30.583333,114.283333,Medium,East China Sea; North Pacific Ocean,Fair,0.0
Nanjing,China,32.083333,118.75,Very Small,East China Sea; North Pacific Ocean,Fair,0.0
Ankingcheng,China,30.516667,117.033333,Very Small,East China Sea; North Pacific Ocean,Fair,0.0
El Maadiya,Egypt,31.266667,30.15,Very Small,Mediterranean Sea; North Atlantic Ocean,Unknown,0.0
Mailiao,Taiwan,23.783333,120.166667,Very Small,Taiwan Strait; North Pacific Ocean,Poor,339.0
Grytviken,South Georgia and South Sandwich Islands,-54.266667,-36.5,Very Small,South Atlantic Ocean,Fair,125.0
Mariehamn,Finland,60.1,19.916667,Small,Baltic Sea; North Atlantic Ocean,Good,240.0
Crofton,Canada,48.866667,-123.633333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Ocean City,United States,38.333333,-75.08333299999998,Very Small,North Atlantic Ocean,Excellent,0.0
Norwich,United States,41.516667,-72.08333299999998,Very Small,North Atlantic Ocean,Excellent,0.0
Mystic,United States,41.35,-71.966667,Very Small,North Atlantic Ocean,Excellent,0.0
Noank,United States,41.316667,-71.983333,Very Small,North Atlantic Ocean,Fair,0.0
Montauk Harbor,United States,41.066667,-71.933333,Very Small,North Atlantic Ocean,Good,0.0
Murmansk,Russia,68.983333,33.05,Large,Barents Sea; Arctic Ocean,Good,0.0
Arkhangels'k,Russia,64.529722222,40.521666667,Medium,White Sea; Barents Sea; Arctic Ocean,Good,0.0
Igarka,Russia,67.458333333,86.588888889,Small,Kara Sea; Arctic Ocean,Good,0.0
Fairport,United States,41.766667,-81.29999999999998,Small,Lake Erie; Great Lakes,Excellent,0.0
Hafnarfjordur,Iceland,64.066667,-21.95,Very Small,North Atlantic Ocean,Fair,190.0
Isafjordur,Iceland,66.066667,-23.116667,Very Small,Denmark Strait; North Atlantic Ocean,Good,220.0
Bildudalur,Iceland,65.683333,-23.6,Very Small,Denmark Strait; North Atlantic Ocean,Fair,99.8
Aomori Ko,Japan,40.833333,140.75,Small,North Pacific Ocean,Good,0.0
Dudinka,Russia,69.4,86.166667,Medium,Kara Sea; Arctic Ocean,Good,0.0
Atlantic City,United States,39.366667,-74.416667,Very Small,North Atlantic Ocean,Good,0.0
Gloucester,United States,42.6,-70.666667,Small,North Atlantic Ocean,Excellent,0.0
Burlington,United States,40.083333,-74.866667,Very Small,North Atlantic Ocean,Excellent,0.0
Bolungarvik,Iceland,66.166667,-23.233333,Very Small,Denmark Strait; North Atlantic Ocean,Fair,45.0
Himekawa,Japan,37.033333,137.85,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Eastern Part Of Niigata-Ko,Japan,38.016667,139.233333,Small,Sea of Japan; North Pacific Ocean,Unknown,0.0
Mezen,Russia,65.833333,44.183333,Small,White Sea; Barents Sea; Arctic Ocean,Good,0.0
Leamington,Canada,42.033333,-82.59999999999998,Very Small,Lake Erie; Great Lakes,Poor,0.0
Kandalaksha,Russia,67.133333,32.416667,Very Small,White Sea; Barents Sea; Arctic Ocean,Fair,0.0
Mys Abram,Russia,68.983333,33.033333,Very Small,Barents Sea; Arctic Ocean,Fair,0.0
Davisville Depot,United States,41.616667,-71.4,Very Small,North Atlantic Ocean,Fair,0.0
Barnegat,United States,39.766667,-74.09999999999998,Very Small,North Atlantic Ocean,Good,0.0
Noshiro Ko,Japan,40.216667,140.0,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Isikari Wan,Japan,43.233333,141.366667,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Fukui Ko,Japan,36.183333,136.1,Medium,Sea of Japan; North Pacific Ocean,Unknown,0.0
Fredericksburg,United States,38.3,-77.45,Very Small,North Atlantic Ocean,Excellent,0.0
Grundartangi,Iceland,64.266667,-22.0,Medium,North Atlantic Ocean,Good,0.0
Kanazawa,Japan,36.616667,136.6,Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Kashiwazaki,Japan,37.366667,138.55,Very Small,Sea of Japan; North Pacific Ocean,Fair,0.0
Bolshaya Piryu Guba,Russia,66.673055556,34.361388889,Small,White Sea; Barents Sea; Arctic Ocean,Good,0.0
Bristol,United States,40.1,-74.84999999999998,Very Small,North Atlantic Ocean,Excellent,0.0
Aasiaat,Greenland,68.710833333,-52.868333333,Small,Baffin Bay; Arctic Ocean,Good,136.0
Camas,United States,45.583333,-122.4,Very Small,North Pacific Ocean,Excellent,0.0
Goose Bay,Canada,53.366667,-60.3,Very Small,Labrador Sea; North Atlantic Ocean,Poor,0.0
Kwajalein,Marshall Islands,8.716667,167.733333,Very Small,North Pacific Ocean,Good,500.0
Klawock,United States,55.55,-133.1,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Keflavik,Iceland,64.0,-22.55,Very Small,North Atlantic Ocean,Fair,150.0
Blaine,United States,49.0,-122.75,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Illulissat (Jakobshavn),Greenland,69.216667,-51.1,Small,Baffin Bay; Arctic Ocean,Fair,108.7
Craig,United States,55.466667,-133.15,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Olavsvern,Norway,69.525629248,19.007549286, ,Norwegian Sea; North Atlantic Ocean, ,0.0
Meeruse,Estonia,59.45087,24.6722,Very Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Fair,140.0
Heltermaa,Estonia,58.866684,23.048341,Very Small,Gulf of Riga; Baltic Sea; North Atlantic Ocean,Good,118.0
Bekkeri,Estonia,59.45454,24.66745,Very Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Fair,170.0
Lahesuu,Estonia,59.457056204,24.703002723,Very Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Good,160.0
Miiduranna,Estonia,59.499402,24.816063,Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Fair,196.0
Latouche,United States,60.0505,-147.9042,Very Small,Gulf of Alaska; North Pacific Ocean,Good,0.0
Coal Point,United States,59.6014,-151.4111,Very Small,Cook Inlet; Gulf of Alaska; North Pacific Ocean,Fair,0.0
Port De Aracaju,Brazil,-10.916667,-37.05,Small,South Atlantic Ocean,Fair,0.0
Saint Sampson,Guernsey,49.483333,-2.516667,Very Small,English Channel; North Atlantic Ocean,Fair,0.0
Steinkjer,Norway,64.01,11.478611111,Very Small,Norwegian Sea; North Atlantic Ocean,Good,0.0
Port De Becancour,Canada,46.4,-72.38333299999998,Very Small,Gulf of Saint Lawrence; North Atlantic Ocean,Excellent,0.0
Three Saints Bay,United States,57.116667,-153.5,Very Small,North Pacific Ocean,Good,0.0
Pelee I West Dock,Canada,41.766667,-82.683333,Very Small,Lake Erie; Great Lakes,Poor,0.0
Sorvagur,Faroe Islands,62.083333,-7.25,Very Small,North Atlantic Ocean,Good,0.0
Union Bay,United States,55.766667,-132.216667,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Rize,Turkey,41.066667,40.516667,Very Small,Black Sea; North Atlantic Ocean,Poor,0.0
Uddevalla,Sweden,58.334722222,11.8775,Medium,Kattegat; North Atlantic Ocean,Good,0.0
Port Orchard,United States,47.533333,-122.633333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Excellent,0.0
Qeqertarsuaq,Greenland,69.233333,-53.533333,Small,Baffin Bay; Arctic Ocean,Good,63.0
Unalakleet,United States,63.883333,-160.783333,Very Small,Bering Sea; North Pacific Ocean,Poor,0.0
Rotterdam,Netherlands,51.9,4.483333,Large,North Sea; North Atlantic Ocean,Fair,0.0
Swansea,United Kingdom,51.616667,-3.95,Small,Bristol Channel; North Atlantic Ocean,Excellent,0.0
Shishmaref,United States,66.25,-166.083333,Very Small,Chukchi Sea; Arctic Ocean,Fair,0.0
Rouge River,United States,42.283333,-83.116667,Small,Lake Erie; Great Lakes,Excellent,0.0
Pangnirtung,Canada,66.133333,-65.75,Very Small,Cumberland Sound; Labrador Sea; North Atlantic Ocean,Fair,0.0
Port Angeles,United States,48.116667,-123.433333,Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Ornskoldsvik,Sweden,63.283333,18.716667,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,213.0
Stura,Norway,60.622222222,4.863333333,Very Small,North Sea; North Atlantic Ocean,Fair,0.0
Vardo,Norway,70.376944444,31.105555556,Small,Barents Sea; Arctic Ocean,Excellent,154.0
Papineauville,Canada,45.616667,-75.016667,Very Small,Lake Ontario; Great Lakes,Excellent,0.0
Utansjo,Sweden,62.766667,17.933333,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,0.0
Sointula,Canada,50.633333,-127.016667,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Signilskar,Finland,60.2,19.333333,Very Small,Baltic Sea; North Atlantic Ocean,Fair,0.0
Plymouth,United Kingdom,50.366667,-4.15,Medium,English Channel; North Atlantic Ocean,Excellent,0.0
Ward Cove,United States,55.4,-131.733333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
