port_name,country,latitude,longitude,port_size,water_body,shelter,max_vessel_size
Puerto De Hierro,Venezuela,10.633333,-62.1,Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Point Lisas Industrial Port,Trinidad and Tobago,10.4,-61.5,Small,Caribbean Sea; North Atlantic Ocean,Good,0.0
Ramallo,Argentina,-33.483333,-60.016667,Very Small,Rio de la Plata; South Atlantic Ocean,Excellent,0.0
Talcahuano,Chile,-36.7,-73.09999999999998,Small,South Pacific Ocean,Good,0.0
Tocopilla,Chile,-22.083333,-70.233333,Small,South Pacific Ocean,Fair,200.0
Point Lisas Port,Trinidad and Tobago,10.383333,-61.483333,Small,Caribbean Sea; North Atlantic Ocean,Fair,245.0
Villa Constitucion,Argentina,-33.233333,-60.333333,Very Small,Rio de la Plata; South Atlantic Ocean,Excellent,0.0
Santarem,Brazil,-2.416667,-54.716667,Very Small,South Atlantic Ocean,Good,0.0
Penco,Chile,-36.716667,-73.0,Very Small,South Pacific Ocean,Good,0.0
San Nicolas,Argentina,-33.333333,-60.233333,Very Small,Rio de la Plata; South Atlantic Ocean,Excellent,0.0
Puerto Ibicuy,Argentina,-33.75,-59.183333,Very Small,Rio de la Plata; South Atlantic Ocean,Excellent,0.0
Tampico,Mexico,22.216667,-97.866667,Medium,Gulf of Mexico; North Atlantic Ocean,Good,229.2
San Pedro,Argentina,-33.583333,-59.816667,Very Small,Rio de la Plata; South Atlantic Ocean,Excellent,0.0
Port Of Spain,Trinidad and Tobago,10.65,-61.516667,Medium,Caribbean Sea; North Atlantic Ocean,Excellent,333.3
Pointe A Pierre,Trinidad and Tobago,10.316667,-61.466667,Small,Caribbean Sea; North Atlantic Ocean,Fair,236.0
Zarate,Argentina,-34.083333,-59.033333,Small,Rio de la Plata; South Atlantic Ocean,Good,0.0
Point Fortin,Trinidad and Tobago,10.2,-61.7,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Puerto De Corral,Chile,-39.866667,-73.433333,Very Small,South Pacific Ocean,Fair,0.0
Tanjunguban,Indonesia,1.066667,104.216667,Very Small,Strait of Malacca; Indian Ocean,Fair,0.0
Pulau Sebarok,Singapore,1.2,103.8,Small,Strait of Malacca; Indian Ocean,Fair,0.0
Pulau Sambu,Indonesia,1.166667,103.9,Small,Strait of Malacca; Indian Ocean,Fair,0.0
Pulau Bukom,Singapore,1.233333,103.766667,Medium,Strait of Malacca; Indian Ocean,Good,0.0
Sekupang,Indonesia,1.133333,103.916667,Very Small,Strait of Malacca; Indian Ocean,Poor,0.0
Tanjungpinang,Indonesia,0.916667,104.45,Very Small,Natuna Sea; South China Sea; South Pacific Ocean,Fair,0.0
Bluff Harbor,New Zealand,-46.6,168.333333,Small,South Pacific Ocean,Excellent,0.0
Auckland,New Zealand,-36.85,174.766667,Large,South Pacific Ocean,Excellent,0.0
Tauranga,New Zealand,-37.633333,176.166667,Small,South Pacific Ocean,Excellent,348.0
Westport,New Zealand,-41.75,171.6,Very Small,Tasman Sea; South Pacific Ocean,Excellent,0.0
Hobart,Australia,-42.883333,147.333333,Medium,South Pacific Ocean,Excellent,348.0
Comodoro Rivadavia,Argentina,-45.866667,-67.466667,Very Small,Golfo San Jorge; South Atlantic Ocean,Fair,0.0
Pelotas,Brazil,-31.783333,-52.333333,Very Small,South Atlantic Ocean,Good,0.0
Ushuaia,Argentina,-54.816667,-68.3,Small,Drake Passage; South Atlantic Ocean,Fair,317.0
Puerto Natales,Chile,-51.716667,-72.56666699999998,Very Small,South Pacific Ocean,Poor,0.0
Puerto Nacional,Argentina,-38.8,-62.283333,Very Small,South Atlantic Ocean,Good,0.0
Rio Grande,Brazil,-32.05,-52.083333,Large,South Atlantic Ocean,Good,337.0
Puerto Galvan,Argentina,-38.783333,-62.3,Very Small,South Atlantic Ocean,Good,0.0
Puerto Rosales,Argentina,-38.933333,-62.066667,Very Small,South Atlantic Ocean,Good,0.0
Puerto Ingeniero White,Argentina,-38.8,-62.266667,Small,South Atlantic Ocean,Good,0.0
Puerto San Martin,Argentina,-32.716667,-60.733333,Very Small,Rio de la Plata; South Atlantic Ocean,Excellent,0.0
Puerto Williams,Chile,-54.933333,-67.6,Very Small,Drake Passage; South Atlantic Ocean,Fair,0.0
Puerto Belgrano,Argentina,-38.883333,-62.1,Small,South Atlantic Ocean,Good,0.0
Tramandai,Brazil,-29.983333,-50.133333,Small,South Atlantic Ocean,Poor,0.0
Puerto Chacabuco,Chile,-45.466667,-72.83333299999998,Very Small,South Pacific Ocean,Fair,0.0
Wyndham,Australia,-15.466667,128.1,Very Small,Joseph Bonaparte Gulf; Timor Sea; Indian Ocean,Good,190.0
Broome,Australia,-17.966667,122.233333,Small,Indian Ocean,Excellent,280.0
Dussafu Terminal,Gabon,-4.25,10.816667,Very Small,South Atlantic Ocean,Poor,0.0
Corinto,Nicaragua,12.483333,-87.166667,Small,North Pacific Ocean,Good,294.1
Acajutla,El Salvador,13.583333,-89.83333299999998,Very Small,North Pacific Ocean,Poor,0.0
Puerto Madero,Mexico,14.7,-92.45,Very Small,North Pacific Ocean,Fair,0.0
Salina Cruz,Mexico,16.166667,-95.2,Small,North Pacific Ocean,Good,0.0
Puerto Sandino,Nicaragua,12.183333,-86.766667,Very Small,North Pacific Ocean,Poor,0.0
Puerto Quetzal,Guatemala,13.916667,-90.8,Very Small,North Pacific Ocean,Fair,133.5
Kuala Belait,Brunei,4.633333,114.2,Very Small,South China Sea; North Pacific Ocean,Good,79.0
Sibu,Malaysia,2.283333,111.816667,Very Small,South China Sea; North Pacific Ocean,Good,99.0
Sarikei,Malaysia,2.133333,111.533333,Very Small,South China Sea; North Pacific Ocean,Good,0.0
Bintangor,Malaysia,2.166667,111.633333,Very Small,South China Sea; North Pacific Ocean,Fair,0.0
Daru,Papua New Guinea,-9.066667,143.2,Very Small,Coral Sea; South Pacific Ocean,Fair,64.0
Merauke,Indonesia,-8.483333,140.383333,Very Small,Arafura Sea; South Pacific Ocean,Fair,100.0
Kavonisi-Kissamos,Greece,35.516667,23.633333,Very Small,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Fair,0.0
Alotoa,Papua New Guinea,-10.316667,150.45,Very Small,Solomon Sea; South Pacific Ocean,Fair,205.0
Subic Bay,Philippines,14.8,120.266667,Medium,South China Sea; North Pacific Ocean,Excellent,347.0
San Fernando Harbor,Philippines,16.616667,120.316667,Medium,South China Sea; North Pacific Ocean,Fair,169.3
Tabaco,Philippines,13.366667,123.733333,Very Small,Philippine inland seas; North Pacific Ocean,Poor,190.0
Virac,Philippines,13.583333,124.25,Very Small,Philippine inland seas; North Pacific Ocean,Good,69.0
Manila,Philippines,14.583333,120.966667,Large,South China Sea; North Pacific Ocean,Excellent,0.0
Claveria,Philippines,18.616667,121.083333,Very Small,Luzon Strait; North Pacific Ocean,Fair,0.0
Mariveles,Philippines,14.433333,120.483333,Very Small,South China Sea; North Pacific Ocean,Fair,0.0
Calapan,Philippines,13.416667,121.183333,Very Small,Philippine inland seas; North Pacific Ocean,Poor,0.0
Legazpi Port,Philippines,13.15,123.75,Very Small,Philippine inland seas; North Pacific Ocean,Fair,0.0
Aparri,Philippines,18.366667,121.633333,Very Small,Luzon Strait; North Pacific Ocean,Poor,0.0
Batangas City,Philippines,13.75,121.05,Medium,Philippine inland seas; North Pacific Ocean,Good,300.0
Masinloc,Philippines,15.55,119.95,Very Small,South China Sea; North Pacific Ocean,Good,0.0
Paldiski Lounasadam,Estonia,59.333343,24.081111,Large,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Fair,250.0
Karskar,Sweden,60.683333,17.266667,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,220.0
Iggesund,Sweden,61.65,17.083333,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Excellent,173.9
Skelleftehamn,Sweden,64.683333,21.233333,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,200.0
Paldiski Pohjasadam,Estonia,59.349752,24.047504,Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Poor,310.0
Hanasaki Ko,Japan,43.283333,145.583333,Very Small,North Pacific Ocean,Fair,0.0
Nemuro Ko,Japan,43.333333,145.583333,Small,North Pacific Ocean,Unknown,0.0
Esasi Ko,Japan,41.866667,140.116667,Very Small,Sea of Japan; North Pacific Ocean,Poor,0.0
Mori,Japan,42.116667,140.583333,Very Small,North Pacific Ocean,Poor,0.0
Otaru Ko,Japan,43.2,141.016667,Medium,Sea of Japan; North Pacific Ocean,Good,312.0
Wakkanai,Japan,43.416667,141.683333,Small,Sea of Japan; North Pacific Ocean,Fair,240.0
Kristinestad,Finland,62.283333,21.4,Medium,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,210.0
Pietarsaari,Finland,63.683333,22.666667,Medium,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Poor,241.7
Kemi,Finland,65.733333,24.566667,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Fair,190.7
Loksa,Estonia,59.583392,25.698938,Very Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean, ,130.0
Toliara,Madagascar,-23.366667,43.666667,Very Small,Mozambique Channel; Indian Ocean,Fair,168.0
Mananjary,Madagascar,-21.25,48.333333,Very Small,Indian Ocean,Fair,0.0
Morondava,Madagascar,-20.283333,44.3,Very Small,Mozambique Channel; Indian Ocean,Poor,0.0
Tan-Shui,Taiwan,25.183333,121.4,Large,East China Sea; North Pacific Ocean,Excellent,400.0
Rundvik,Sweden,63.533333,19.45,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,173.9
Muuga-Port of Tallin,Estonia,59.500042,24.966693,Large,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Fair,300.0
Victoria,Seychelles,-4.616667,55.45,Very Small,Indian Ocean,Fair,210.0
Manakara,Madagascar,-22.116667,48.05,Very Small,Indian Ocean,Poor,0.0
Tolanaro,Madagascar,-25.033333,47.0,Very Small,Indian Ocean,Fair,0.0
Loviisa,Finland,60.45,26.233333,Very Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Good,190.0
Porkkala,Finland,60.083333,24.383333,Very Small,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Good,180.0
Tai-Chung Kang,Taiwan,24.3,120.5,Large,Taiwan Strait; North Pacific Ocean,Excellent,300.0
Toamasina,Madagascar,-18.166667,49.416667,Small,Indian Ocean,Good,292.0
Port Louis,Mauritius,-20.15,57.5,Small,Indian Ocean,Good,366.4
Karlsborg,Sweden,65.8,23.283333,Medium,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,133.4
Andoany,Madagascar,-13.4,48.3,Very Small,Mozambique Channel; Indian Ocean,Fair,0.0
Diego Garcia,British Indian Ocean Territory,-7.35,72.466667,Very Small,Indian Ocean,Good,0.0
Hua-Lien Kang,Taiwan,23.983333,121.6,Medium,Taiwan Strait; North Pacific Ocean,Excellent,285.0
Kao-Hsiung,Taiwan,22.616667,120.25,Large,South China Sea; North Pacific Ocean,Excellent,400.0
Hargshamn,Sweden,60.183333,18.45,Very Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Excellent,193.0
Vallvik,Sweden,61.183333,17.166667,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Fair,137.8
Skutskar,Sweden,60.65,17.4,Small,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Good,149.9
Mcmurdo Station,Antarctica,-77.84999999999998,166.65,Small,Ross Sea; South Pacific Ocean,Good,0.0
Miri,Malaysia,4.383333,113.966667,Small,South China Sea; North Pacific Ocean,Fair,78.1
Seria Oil Loading Terminal,Brunei,4.616667,114.316667,Very Small,South China Sea; North Pacific Ocean,Poor,0.0
Lumut,Brunei,4.716667,114.45,Very Small,South China Sea; North Pacific Ocean,Poor,290.0
Bandar-E Shahid Rejaie,Iran,27.1,56.066667,Small,Strait of Hormuz; Indian Ocean,Fair,290.0
Manta,Ecuador,-0.95,-80.716667,Very Small,South Pacific Ocean,Poor,300.0
Grenaa Havn,Denmark,56.416667,10.933333,Very Small,Kattegat; North Atlantic Ocean,Good,190.0
Horsens,Denmark,55.866667,9.85,Very Small,Kattegat; North Atlantic Ocean,Fair,140.5
Puerto De Chimbote,Peru,-9.083333,-78.616667,Very Small,South Pacific Ocean,Good,0.0
Randers,Denmark,56.466667,10.05,Small,Kattegat; North Atlantic Ocean,Good,122.3
Sapangar Bay,Malaysia,6.083333,116.116667,Small,South China Sea; North Pacific Ocean,Fair,198.0
Muara Harbor,Brunei,5.033333,115.066667,Small,South China Sea; North Pacific Ocean,Good,238.0
Tanjung Arang  (Bunyu),Indonesia,3.466667,117.833333,Very Small,Celebes Sea; North Pacific Ocean,Fair,79.9
Iquitos,Peru,-3.75,-73.233333,Very Small,South Pacific Ocean,Excellent,152.0
Senipah Oil Terminal,Indonesia,-0.95,117.166667,Very Small,Makassar Strait; South Pacific Ocean,Poor,0.0
Kingston,Jamaica,17.966667,-76.783333,Medium,Caribbean Sea; North Atlantic Ocean,Excellent,367.0
Ocho Rios,Jamaica,18.416667,-77.116667,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,320.0
Montego Bay,Jamaica,18.466667,-77.933333,Small,Caribbean Sea; North Atlantic Ocean,Excellent,323.6
Jacmel,Haiti,18.233333,-72.533333,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,97.4
Basse Terre,Guadeloupe,16.0,-61.733333,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Lucea,Jamaica,18.45,-78.166667,Very Small,Caribbean Sea; North Atlantic Ocean,Excellent,168.0
Falmouth,Jamaica,18.483333,-77.65,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Miragoane,Haiti,18.45,-73.08333299999998,Very Small,Caribbean Sea; North Atlantic Ocean,Good,81.7
Parana,Argentina,-31.716667,-60.533333,Very Small,Rio de la Plata; South Atlantic Ocean,Excellent,0.0
Santo Tomas De Castilla,Guatemala,15.7,-88.616667,Small,Caribbean Sea; North Atlantic Ocean,Good,299.6
Puerto Barrios,Guatemala,15.733333,-88.59999999999998,Small,Caribbean Sea; North Atlantic Ocean,Fair,225.7
Puerto Cortes,Honduras,15.833333,-87.95,Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Portsmouth,Dominica,15.566667,-61.466667,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,300.0
Roseau,Dominica,15.3,-61.4,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Petit Goave,Haiti,18.433333,-72.866667,Very Small,Caribbean Sea; North Atlantic Ocean,Good,0.0
Rocky Point,Jamaica,17.816667,-77.15,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Pointe A Pitre,Guadeloupe,16.233333,-61.533333,Medium,Caribbean Sea; North Atlantic Ocean,Good,0.0
Savannah La Mar,Jamaica,18.2,-78.13333299999998,Very Small,Caribbean Sea; North Atlantic Ocean,Poor,0.0
Rio Bueno,Jamaica,18.466667,-77.466667,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Port Esquivel,Jamaica,17.883333,-77.13333299999998,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,198.0
Port Au Prince,Haiti,18.55,-72.34999999999998,Medium,Caribbean Sea; North Atlantic Ocean,Good,190.0
Port Kaiser,Jamaica,17.866667,-77.59999999999998,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,213.0
Owen Sound,Canada,44.583333,-80.933333,Small,Lake Huron; Great Lakes,Excellent,190.0
Gdynia,Poland,54.533333,18.55,Large,Baltic Sea; North Atlantic Ocean,Good,366.4
Kobenhavn,Denmark,55.7,12.616667,Large,Baltic Sea; North Atlantic Ocean,Excellent,339.8
Roomassaare,Estonia,58.21504,22.50695,Very Small,Gulf of Riga; Baltic Sea; North Atlantic Ocean,Good,120.0
Svelvik,Norway,59.620277778,10.411388889,Very Small,Skagerrak; North Atlantic Ocean,Good,0.0
Lysekil,Sweden,58.271388889,11.444166667,Very Small,Skagerrak; North Atlantic Ocean,Good,237.8
Helsingborg,Sweden,56.035277778,12.687777778,Medium,Baltic Sea; North Atlantic Ocean,Good,250.0
Lubeck,Germany,53.883333,10.7,Medium,Baltic Sea; North Atlantic Ocean,Good,241.8
Stromstad,Sweden,58.933333,11.166667,Very Small,Skagerrak; North Atlantic Ocean,Excellent,160.3
Ventspils,Latvia,57.4,21.533333,Medium,Baltic Sea; North Atlantic Ocean,Good,277.0
Degerhamn,Sweden,56.35,16.416667,Very Small,Baltic Sea; North Atlantic Ocean,Poor,95.8
Gove,Australia,-12.2,136.7,Very Small,Arafura Sea; South Pacific Ocean,Poor,270.0
Karlshamn,Sweden,56.152777778,14.869166667,Medium,Baltic Sea; North Atlantic Ocean,Good,240.0
Klaipeda,Lithuania,55.716667,21.116667,Medium,Baltic Sea; North Atlantic Ocean,Good,400.0
Thunder Bay,Canada,48.4,-89.233333,Medium,Lake Superior; Great Lakes,Excellent,226.0
Ahus,Sweden,55.9275,14.328055556,Small,Baltic Sea; North Atlantic Ocean,Good,109.2
Vasteras,Sweden,59.616667,16.55,Medium,Baltic Sea; North Atlantic Ocean,Good,124.5
Kalundborg,Denmark,55.683333,11.1,Small,Kattegat; North Atlantic Ocean,Good,285.0
Larvik,Norway,59.038055556,10.031111111,Small,Skagerrak; North Atlantic Ocean,Good,250.0
Kragero,Norway,58.863611111,9.413055556,Very Small,Skagerrak; North Atlantic Ocean,Excellent,0.0
Nekso,Denmark,55.066667,15.133333,Very Small,Baltic Sea; North Atlantic Ocean,Good,78.0
Ronne,Denmark,55.1,14.7,Small,Baltic Sea; North Atlantic Ocean,Fair,350.0
Stigsnaesvaerkets Havn,Denmark,55.2,11.25,Very Small,Baltic Sea; North Atlantic Ocean,Fair,0.0
Saaremaa sadam,Estonia,58.536129,22.236096,Very Small,Baltic Sea; North Atlantic Ocean,Fair,200.0
Salaverry,Peru,-8.233333,-78.983333,Very Small,South Pacific Ocean,Poor,0.0
Riga,Latvia,56.95,24.1,Large,Gulf of Riga; Baltic Sea; North Atlantic Ocean,Fair,311.1
Darwin,Australia,-12.471388889,130.847777778,Medium,Timor Sea; Indian Ocean,Excellent,345.0
Trelleborg,Sweden,55.36,13.150555556,Small,Baltic Sea; North Atlantic Ocean,Good,229.4
Tuborg,Denmark,55.716667,12.583333,Very Small,Baltic Sea; North Atlantic Ocean,Good,0.0
Almirante,Panama,9.3,-82.4,Very Small,Caribbean Sea; North Atlantic Ocean,Good,211.9
Bocas Del Toro,Panama,9.333333,-82.233333,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Chiriqui Grande,Panama,8.95,-82.116667,Very Small,Caribbean Sea; North Atlantic Ocean,Fair,169.3
Cape Cuvier,Australia,-24.216667,113.383333,Very Small,Indian Ocean,Poor,234.0
Excursion Inlet,United States,58.416667,-135.45,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Haines,United States,59.233333,-135.433333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Juneau,United States,58.3,-134.416667,Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Funter,United States,58.25,-134.9,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Hawk Inlet,United States,58.116667,-134.75,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Chatham,United States,57.516667,-134.933333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Hoonah,United States,58.116667,-135.45,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Hydaburg,United States,55.2,-132.833333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Kasaan,United States,55.533333,-132.4,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Excellent,0.0
Metlakatla,United States,55.133333,-131.566667,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Poor,0.0
Masset Harbor,Canada,54.016667,-132.15,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Kake,United States,56.966667,-133.933333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Dupont,United States,58.233333,-134.266667,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Moskal Vo,Russia,53.583333,142.5,Very Small,Sea of Okhotsk; North Pacific Ocean,Fair,0.0
Ketchikan,United States,55.333333,-131.65,Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Elfin Cove,United States,58.2,-136.35,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Lesogorsk,Russia,49.45,142.133333,Very Small,Tatar Strait; North Pacific Ocean,Poor,0.0
Loring,United States,55.6,-131.633333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Fair,0.0
Big Port Walter,United States,56.383333,-134.733333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Little Port Walter,United States,56.383333,-134.633333,Very Small,Alaska-Canada coastal waters; North Pacific Ocean,Good,0.0
Okhotsk Iy Reyd,Russia,59.366667,143.2,Very Small,Sea of Okhotsk; North Pacific Ocean,Fair,0.0
Shakhtersk,Russia,49.166667,142.066667,Very Small,Tatar Strait; North Pacific Ocean,Fair,0.0
Poronaysk,Russia,49.216667,143.133333,Very Small,Sea of Okhotsk; North Pacific Ocean,Fair,0.0
Bukhta Nagayeva (Magadan),Russia,59.566667,150.716667,Small,Sea of Okhotsk; North Pacific Ocean,Excellent,200.0
Uglegorsk,Russia,49.083333,142.033333,Very Small,Tatar Strait; North Pacific Ocean,Poor,60.0
Nikolayevsk Na Amur,Russia,53.133333,140.733333,Very Small,Tatar Strait; North Pacific Ocean,Good,158.0
Lazarev,Russia,52.216667,141.516667,Very Small,Tatar Strait; North Pacific Ocean,Good,0.0
Petropavlovsk,Russia,53.05,158.65,Very Small,North Pacific Ocean,Good,294.1
Nevelsk,Russia,46.666667,141.866667,Very Small,Tatar Strait; North Pacific Ocean,Poor,100.0
Kholmsk,Russia,47.05,142.05,Small,Tatar Strait; North Pacific Ocean,Fair,138.0
Sovetskaya Gavan,Russia,48.973611111,140.268055556,Small,Tatar Strait; North Pacific Ocean,Good,300.0
Bukhta Vanino,Russia,49.083333,140.283333,Very Small,Tatar Strait; North Pacific Ocean,Fair,292.0
Korsakov,Russia,46.616667,142.766667,Small,Sea of Okhotsk; North Pacific Ocean,Poor,0.0
Port Walcott,Australia,-20.65,117.183333,Very Small,Indian Ocean,Fair,330.0
Esperance,Australia,-33.866667,121.9,Very Small,Indian Ocean,Good,300.0
Thevenard,Australia,-32.166667,133.65,Small,Great Australian Bight; Indian Ocean,Fair,190.0
Fremantle,Australia,-32.05,115.75,Large,Indian Ocean,Good,350.0
Geraldton,Australia,-28.783333,114.6,Very Small,Indian Ocean,Good,294.0
Dampier,Australia,-20.633333,116.716667,Medium,Indian Ocean,Fair,340.0
Albany,Australia,-35.033333,117.883333,Small,Indian Ocean,Excellent,294.0
Useless Loop,Australia,-26.083333,113.4,Very Small,Indian Ocean,Poor,186.0
Onslow,Australia,-21.65,115.1,Very Small,Indian Ocean,Poor,199.0
Port Hedland,Australia,-20.316667,118.583333,Small,Indian Ocean,Excellent,340.0
Bunbury,Australia,-33.316667,115.633333,Small,Indian Ocean,Excellent,270.0
Port Lincoln,Australia,-34.716667,135.85,Medium,Spencer Gulf; Indian Ocean,Excellent,330.0
Wallaroo,Australia,-33.933333,137.616667,Very Small,Spencer Gulf; Indian Ocean,Fair,229.1
Geelong,Australia,-38.15,144.366667,Medium,Bass Strait; South Pacific Ocean,Excellent,265.0
Balboa,Panama,8.95,-79.56666699999998,Medium,Gulf of Panama; North Pacific Ocean,Good,0.0
Covenas,Colombia,9.416667,-75.683333,Small,Caribbean Sea; North Atlantic Ocean,Fair,0.0
Bahai De La Habana,Cuba,23.133333,-82.366667,Large,Gulf of Mexico; North Atlantic Ocean,Excellent,268.3
Mariel,Cuba,22.983333,-82.75,Small,Gulf of Mexico; North Atlantic Ocean,Excellent,211.9
Cabanas,Cuba,23.0,-82.966667,Medium,Gulf of Mexico; North Atlantic Ocean,Fair,0.0
Campana,Argentina,-34.15,-58.966667,Small,Rio de la Plata; South Atlantic Ocean,Good,0.0
Caleta Clarencia,Chile,-52.9,-70.1,Very Small,South Pacific Ocean,Fair,0.0
Narsaq,Greenland,60.916667,-46.05,Very Small,Labrador Sea; North Atlantic Ocean,Poor,135.0
